province,city,district,address,longitude,latitude,count
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区龙盘湖社区,111.3833,30.60742,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区黄河路社区,111.3053,30.73424,7
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区常刘路,111.2979,30.71791,2
湖北省,宜昌市,点军区,湖北省宜昌市点军区五龙社区,111.2732,30.67148,8
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区幸福路社区,111.2832,30.72353,3
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区航运社区,111.3082,30.68363,3
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区营盘路,111.3013,30.7119,2
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市天螺寺村,111.5118,30.42148,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区宜昌高新区东苑管理区汕头路社区,111.3305,30.71076,3
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市石坪村,111.6397,30.39991,2
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区黄龙寺社区,111.4888,30.53496,5
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县高家堰村,111.0572,30.59872,2
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县花坪社区,111.1852,30.46774,9
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区南苑社区,111.3169,30.6925,3
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区仓屋榜村,111.429,30.75027,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市窑湾村,111.8598,30.75518,2
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市关陵庙村,111.7616,30.85263,1
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县枫竹园社区,111.1642,30.48935,1
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县厚丰溪村,111.1092,30.45912,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市群力村,111.7912,30.84225,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市双兴村,111.8139,30.32187,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区甲街社区,111.2749,30.71409,1
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县龙珠社区检察院宿舍,110.7589,31.3487,1
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县龙珠社区教育培研中心宿舍,110.7589,31.3487,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区石子岭社区,111.2908,30.72538,19
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县公坪村,110.897,31.38257,2
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市张家湾村,111.6481,30.496,1
湖北省,宜昌市,五峰土家族自治县,湖北省宜昌市五峰土家族自治县池南村,110.3413,30.20434,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市史店村,111.6377,30.66119,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市太子桥社区,111.7914,30.8282,4
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市清江社区,111.4528,30.38711,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市坝陵集镇,111.7994,30.84055,5
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县湖口湾社区,111.2005,30.47698,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市子龙路社区,111.7951,30.82747,8
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区宜昌高新区南苑管理区苏家榜社区,111.3175,30.68624,11
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区东山花园,111.3154,30.70948,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区学院街道珍珠路社区,111.282,30.69761,3
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市城坡垴社区,111.4829,30.12867,3
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区铁路坝,111.2921,30.70692,4
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区大公桥社区,111.2982,30.68705,1
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市邓家桥村,111.3898,30.29103,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区胜利三路社区,111.3012,30.68801,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市中桥村,111.8531,30.43604,1
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市锦江社区,111.4307,30.3843,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区绿洲社区,111.3449,30.76738,4
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县三溪河村,110.6516,31.09345,1
湖北省,宜昌市,远安县,湖北省宜昌市远安县双路村,111.5561,31.20436,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市白鸭寺,111.7332,30.42967,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区龙泉村,111.4922,30.71073,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区李家湖社区,111.352,30.63964,2
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县永和坪村,111.2332,30.47745,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区唐家湾社区,111.3285,30.73398,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市前华村,112.0123,30.72154,1
湖北省,宜昌市,五峰土家族自治县,湖北省宜昌市五峰土家族自治县长坪社区,110.6714,30.18809,1
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县西楚社区,110.9706,30.82273,1
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县龙舟坪村,111.197,30.4804,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市娘娘庙社区,111.7785,30.83533,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市余家溪社区,111.7262,30.42163,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区兴安社区,111.3208,30.76669,4
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区岩花村,111.4052,30.76721,2
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区白龙井社区,111.3065,30.70378,5
湖北省,宜昌市,点军区,湖北省宜昌市点军区偏岩村,111.2311,30.70092,1
湖北省,宜昌市,五峰土家族自治县,湖北省宜昌市五峰土家族自治县大房坪社区,111.0931,30.17843,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区火光村,111.3527,30.65547,6
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区润城社区,111.3455,30.75,5
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区和平路社区,111.2755,30.71634,1
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区高家村,111.4476,30.59716,1
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县和平村,111.0073,31.4717,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区花艳社区,111.3967,30.64618,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区东城试验区黄金卡社区,111.3428,30.77687,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区环东社区,111.2855,30.7004,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市新店村,111.7179,30.73294,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区胜利一路社区,111.3131,30.67739,3
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区八一路社区,111.3647,30.63606,2
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市三桥村,111.6526,30.87875,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区赵家湾社区,111.3023,30.6952,2
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区梅林村,111.5994,30.63682,2
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市东门楼社区,111.8065,30.81692,6
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区宝塔河社区,111.3309,30.67346,3
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市丰坪巷社区,111.7567,30.42645,6
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区邓村坪村,110.9842,30.97886,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区合益路社区,111.3334,30.66858,3
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区二马路社区,111.287,30.69329,2
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区合益村,111.3417,30.66222,3
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县归州居委会,110.7179,30.98222,2
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区望州社区,111.3088,30.73082,4
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市李家湾村,111.1209,30.58497,1
湖北省,宜昌市,远安县,湖北省宜昌市远安县东庄坪社区,111.642,31.06437,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区果园路社区,111.2982,30.69645,6
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区黄陵庙村,111.0788,30.8384,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区中南路社区,111.3368,30.67662,8
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市红春社区,111.4372,30.3798,1
湖北省,宜昌市,远安县,湖北省宜昌市远安县花园村,111.8657,30.79241,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区石板溪,111.2881,30.70907,8
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区解放路社区,111.2824,30.69573,4
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区绿萝路,111.3,30.70573,2
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区汉宜社区,111.3167,30.67548,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区西坝街道三峡通航管理局社区,111.2832,30.72453,1
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县津洋口村,111.1631,30.49327,5
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区光明路社区,111.2819,30.72458,7
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区白马山社区,111.3613,30.64933,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市五柳树社区,111.7408,30.42851,2
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区城东社区,111.3109,30.71059,1
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县香溪社区,110.7561,31.22992,2
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市七口堰社区,111.7543,30.42863,7
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区刘家大堰,111.2966,30.71136,1
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县花桥村,111.2073,30.42624,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市廖家林村,111.5225,30.50803,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市葵兴村,111.7341,30.37506,4
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县溪口坪村,110.9747,30.77109,1
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县四冲湾社区,111.1963,30.47127,4
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县橘颂社区,110.9804,30.81974,2
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区韩家坝社区,111.3279,30.66728,3
湖北省,宜昌市,点军区,湖北省宜昌市点军区六里河村,111.1617,30.66311,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区土街头,111.2828,30.71273,2
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市王店集镇,111.6765,30.70508,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区尚书巷社区,111.2802,30.70698,2
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市熊家窑社区,111.7506,30.42867,7
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区冯家湾社区,111.3089,30.7603,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区峡州社区,111.3292,30.7344,7
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市张店村,111.5544,30.37686,1
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县龙珠社区人行宿舍,110.7589,31.3487,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市胡家嘴村,111.5894,30.51213,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市双湖村,111.6977,30.43706,2
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市金塔村,111.7826,30.74068,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区云台村,111.5795,30.59657,2
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县兴合村,110.6809,31.06311,3
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区东星社区,111.3302,30.67124,4
湖北省,宜昌市,远安县,湖北省宜昌市远安县银子村,111.7237,31.03078,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区桥北社区,111.2779,30.71965,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区桥头社区,111.2892,30.71746,8
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市新和村,111.7964,30.38744,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区桃花岭社区,111.2938,30.69336,4
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市东风社区,111.4616,30.38936,5
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县金福村,110.9629,30.40886,2
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市木点村,111.7438,30.76754,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市赵楼子村,111.9583,30.34924,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区汉宜村,111.3249,30.67683,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区力行街社区,111.2981,30.68731,4
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区常家湾社区,111.2955,30.7221,7
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区虹桥社区,111.287,30.7165,11
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区杨岔路社区,111.3167,30.67548,7
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区香龙山村,111.3067,30.97609,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区宜昌高新区东苑管理区深圳路社区,111.3145,30.70112,4
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区宜昌高新区东苑管理区青岛路社区,111.3248,30.68799,2
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县龙门社区,111.1985,30.46583,3
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区体育场路社区,111.3071,30.68533,2
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县三渔冲村,111.1468,30.50492,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区牧童村,111.4969,30.58636,3
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区高新区南苑管理区学堂湾社区,111.3215,30.6965,3
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区东西泉村,111.5401,30.67356,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市友谊村,111.9163,30.73794,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区肖家岗社区,111.2942,30.72214,12
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市中笔社区,111.4667,30.37604,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市白洋镇,111.5118,30.42148,2
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市先锋村,111.8413,30.61488,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区碧翠苑社区,111.3234,30.67685,3
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区岳家冲社区,111.333,30.68084,2
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区土城路,111.3061,30.71099,2
湖北省,宜昌市,远安县,湖北省宜昌市远安县鸣凤社区,111.649,31.0601,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区东门外社区,111.2855,30.70486,6
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市联合村,111.9345,30.91574,1
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区蔡家畈社区,111.4352,30.54051,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区东方社区,111.2885,30.71338,13
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市泉河村,111.6344,30.69684,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市白石村,111.9253,31.03157,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区大学路,111.3132,30.72138,6
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区宝塔河街道宝江社区,111.3309,30.67345,1
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县古夫镇龙珠社区,110.7589,31.34871,1
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市陆城街道,111.4578,30.3851,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区东湖社区,111.3275,30.7676,2
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区东湖社区,111.2914,30.71823,14
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市民新村,111.976,30.73889,2
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区金家台社区,111.3011,30.69244,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区万达社区,111.3042,30.68261,3
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区共前村,111.3546,30.64379,4
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区胜利二路社区,111.3037,30.68242,2
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区胜利四路社区,111.2972,30.69251,4
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区共谊村,111.3886,30.63844,2
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区前坪村,111.3936,30.63141,2
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区柘木坪村,111.1242,30.81665,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区秋千坪村,111.0209,30.76984,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区平湖社区,111.3304,30.7785,2
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区望江社区,111.2973,30.76386,2
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区谭家榜村,111.3199,30.76863,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区梅子垭村,111.3496,30.76796,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区江坪村,111.0227,31.0416,2
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区观音堂村,111.1249,31.16652,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区罗家畈村,111.5107,30.81679,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市窑湾社区,111.867,30.75882,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市半月集镇,111.8353,30.61604,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市宇宙村,111.8768,30.6959,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市官当村,111.9837,30.70153,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市淯溪集镇,111.9348,30.9144,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市白石港村,111.9253,31.03163,2
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市金龙村,111.9686,30.54217,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市肖家山村,111.9056,30.43414,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市陈家港村,111.9397,30.35931,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市赵家冲村,111.6804,30.49315,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市八角亭村,111.7835,30.37783,2
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市凤梁村,111.8562,30.29587,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市龚家坪村,111.901,30.5419,1
湖北省,宜昌市,点军区,湖北省宜昌市点军区联棚村,111.2708,30.64352,7
湖北省,宜昌市,点军区,湖北省宜昌市点军区长岭村,111.2102,30.64934,4
湖北省,宜昌市,点军区,湖北省宜昌市点军区三涧溪村,111.0845,30.70217,1
湖北省,宜昌市,点军区,湖北省宜昌市点军区落步埫村,111.0111,30.69522,1
湖北省,宜昌市,点军区,湖北省宜昌市点军区巴王店村,111.244,30.69805,2
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区鸡山新村社区,111.451,30.55065,2
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区七里新村社区,111.442,30.54315,1
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区古老背社区,111.4243,30.52931,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区平湖馨苑社区,111.3154,30.74403,10
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区东山社区,111.2952,30.72005,2
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区镇平路社区,111.293,30.73187,4
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区东正街社区,111.2784,30.70488,6
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区四方堰社区,111.2839,30.70973,3
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区樵湖社区,111.2904,30.72296,9
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区锦绣社区,111.2889,30.71611,10
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区上导堤社区,111.3089,30.74253,3
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区大堰湾社区,111.3066,30.72781,4
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县渔坪村,110.5093,30.41874,5
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县七里坪村,110.9251,30.68729,1
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县佑溪村,111.1114,30.5527,1
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县朱津滩村,111.2535,30.48108,1
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县邓家坝村,111.1805,30.50588,4
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县户溪村,110.8379,31.23207,1
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县白鹤村,110.7895,31.12355,1
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县官庄坪村,110.7556,31.02366,1
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县野桑坪村,110.6678,31.07902,2
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县九畹堂村,110.7965,30.78713,3
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县下里坪村,110.5223,30.94281,2
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县青蒿峪村,110.7186,31.07367,1
湖北省,宜昌市,秭归县,湖北省宜昌市秭归县杨林村,110.4206,30.8652,1
湖北省,宜昌市,五峰土家族自治县,湖北省宜昌市五峰土家族自治县桥河社区,111.0805,30.17721,1
湖北省,宜昌市,五峰土家族自治县,湖北省宜昌市五峰土家族自治县枚二冲村,111.0528,30.22237,2
湖北省,宜昌市,五峰土家族自治县,湖北省宜昌市五峰土家族自治县万里村,110.4123,30.19721,2
湖北省,宜昌市,宜昌高新区,湖北省宜昌市宜昌高新区善溪窑村,111.4794,30.47062,1
湖北省,宜昌市,宜昌高新区,湖北省宜昌市宜昌高新区雅畈村,111.5858,30.40221,2
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市王家坪村,111.3175,30.27283,1
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市聂家河村,111.3043,30.29989,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区张家店社区,111.303749,30.68788,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区共升村,111.40126,30.646049,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区共同村,111.395142,30.65905,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区福久源社区,111.353508,30.646749,1
